player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Kenny Moore II,51596,CB,IND,15,0,14,1,2,0,1,1,0,59.1,13,3,15.4,1,0,0,0,4.2,22,526,4,11.4,0,0,1,0,40.9,9,1,5.6,0,0,0,1,0,0
Cam Lewis,49395,S,BUF,20,0,4,0,7,0,0,6,1,60,18,6,16.7,0,0,0,1,7.2,31,432,7,11.3,0,0,1,0,40,12,1,4.2,0,0,0,0,0,0
Isaiah McDuffie,57754,LB,GB,18,1,12,1,6,1,1,4,0,43.3,13,5,19.2,0,0,0,0,7.9,31,392,7,11.3,0,0,2,0,56.7,17,2,5.9,0,0,0,0,0,0
Israel Mukuamu,83377,CB,DAL,15,0,9,1,1,0,0,1,0,55.6,5,1,10,0,0,0,0,7,9,129,2,11.1,0,1,0,0,44.4,4,1,12.5,0,0,0,0,0,0
Jarrian Jones,97486,CB,JAX,17,0,15,0,0,0,0,0,0,66.7,6,1,16.7,1,1,0,0,2.1,9,434,1,11.1,0,0,0,0,33.3,3,0,0,0,0,0,1,1,0
Andre Carter II,102780,ED,LV,2,0,23,0,0,0,0,0,0,33.3,3,0,0,0,0,0,0,90,9,10,1,11.1,0,0,0,0,66.7,6,1,16.7,1,1,0,1,1,0
Tyler Nubin,97895,S,NYG,13,0,21,0,2,0,0,1,0,22.2,2,1,25,0,0,0,0,2.1,9,423,2,11.1,0,0,1,0,77.8,7,1,7.1,0,0,0,0,0,0
Troy Dye,28251,LB,LAC,15,0,27,0,0,0,0,0,0,44.4,8,1,12.5,1,0,0,0,9.6,18,188,2,11.1,0,0,0,0,55.6,10,1,10,1,1,0,2,1,0
Jordan Hicks,9517,LB,CLV,12,0,8,2,5,0,0,1,0,42.4,14,2,10.7,1,1,0,0,12.5,41,328,8,11,0,2,4,0,57.6,19,6,15.8,0,0,0,1,1,0
Myles Garrett,11756,ED,CLV,17,0,8,13,55,0,0,6,0,18.7,83,8,6,2,3,1,1,96.3,446,463,82,10.8,0,13,49,1,81.3,362,74,11.9,12,13,1,14,16,2
Damar Hamlin,43291,S,BUF,17,0,4,0,1,0,0,0,0,42.9,6,1,16.7,1,1,0,0,2.4,14,584,2,10.7,0,0,1,0,57.1,8,1,6.3,0,0,0,1,1,0
Tony Adams,55953,S,NYJ,14,0,22,1,2,0,0,1,0,64.3,9,1,5.6,0,0,0,0,3.5,14,398,3,10.7,0,1,1,0,35.7,5,2,20,0,0,0,0,0,0
Azeez Al-Shaair,49792,LB,HST,13,0,13,4,3,0,3,0,0,47.6,20,4,12.5,1,1,0,0,10.6,42,397,8,10.7,0,1,3,0,52.4,22,4,9.1,0,0,0,1,1,0
Marist Liufau,102789,LB,DAL,17,0,9,0,9,0,0,5,0,41.4,24,7,18.8,2,1,0,1,25.2,61,242,11,10.7,0,0,4,1,58.6,34,4,5.9,0,0,0,2,1,0
Blake Cashman,35413,LB,MIN,15,0,18,6,19,0,2,14,2,49.7,77,17,11.7,1,1,2,3,27.1,165,608,30,10.6,0,4,3,0,50.3,78,11,9.6,4,5,1,5,7,4
Kyler Gordon,83451,CB,CHI,15,1,6,1,7,1,0,5,2,51.1,24,6,14.6,1,1,0,2,11.4,47,412,9,10.6,0,1,2,0,48.9,23,3,6.5,0,0,1,1,1,1
Micah Parsons,81360,ED,DAL,13,1,9,12,44,0,8,32,3,67.4,261,47,10.3,7,6,0,4,94.7,395,417,70,10.6,1,3,12,1,32.6,126,20,9.9,5,7,2,14,14,2
Trey Hendrickson,11858,ED,CIN,17,1,7,16,49,0,1,2,1,1.7,8,3,18.8,0,0,0,7,93.4,481,515,83,10.5,1,15,47,6,98.3,473,80,10.4,18,20,4,18,20,4
Jaylen McCollough,98845,S,LA,17,0,26,1,1,0,0,0,0,52.6,10,1,10,1,1,0,0,7,19,271,3,10.5,0,1,1,0,47.4,9,2,11.1,0,0,0,1,1,0
Jordan Whitehead,49196,S,TB,12,0,30,1,6,0,1,5,0,60.6,20,6,15,0,0,0,0,7.3,34,467,7,10.3,0,0,1,0,39.4,13,1,3.8,0,0,0,0,0,0
Tre'von Moehrig,77847,S,LV,17,0,23,1,9,0,1,5,0,57.9,33,7,12.1,1,0,0,0,9.4,58,619,11,10.3,0,0,3,0,42.1,24,3,6.3,0,0,0,1,0,0
Jeremy Chinn,43179,S,WAS,20,0,32,1,2,0,0,1,0,58.8,20,2,7.5,1,1,0,0,5.4,34,633,5,10.3,0,1,1,0,41.2,14,3,14.3,1,1,0,2,2,0
Alex Highsmith,43507,ED,PIT,12,0,25,9,38,0,0,0,0,0.7,2,1,50,1,1,0,1,90.8,295,325,54,10.3,0,9,38,1,99.3,293,53,10.1,6,7,1,7,8,1
Brenton Cox Jr.,81957,ED,GB,8,0,12,3,11,0,3,6,0,65.7,71,12,10.6,3,3,0,0,98.2,108,110,18,10.2,0,0,5,0,34.3,37,6,9.5,1,1,0,4,4,0
Drue Tranquill,51276,LB,KC,19,2,16,7,7,1,1,2,0,44.8,47,5,7.4,2,2,0,0,20.9,109,521,18,10.1,1,6,5,0,55.2,58,13,12.9,2,2,1,4,4,1
Michael Carter II,60644,CB,NYJ,13,0,22,0,2,0,0,2,0,40,4,2,25,0,0,0,0,5.4,10,184,2,10,0,0,0,0,60,6,0,0,0,0,0,0,0,0
Ugo Amadi,49352,CB,NO,11,0,20,0,1,0,0,0,0,40,10,2,20,2,2,0,0,7.6,25,330,3,10,0,0,1,0,60,15,1,3.3,0,0,1,2,2,1
Jevon Holland,83873,S,MIA,15,0,17,1,2,0,0,1,0,48,12,2,12.5,1,1,0,0,4.9,25,513,4,10,0,1,1,0,52,13,2,7.7,0,0,0,1,1,0
Kool-Aid McKinstry,146602,CB,NO,14,0,20,0,1,0,0,0,0,60,3,0,0,0,0,0,0,1.2,5,411,1,10,0,0,1,0,40,2,1,25,0,0,0,0,0,0
Chuck Clark,11941,S,NYJ,12,0,22,0,0,0,0,0,0,60,6,0,0,0,0,0,0,2.8,10,360,1,10,0,0,0,0,40,4,1,25,1,1,0,1,1,0
Jaylon Carlies,124196,LB,IND,10,0,14,0,0,0,0,0,0,50,5,0,0,0,0,0,0,11.4,10,88,1,10,0,0,0,0,50,5,1,20,1,1,0,1,1,0
Greg Newsome II,83341,CB,CLV,13,0,8,0,2,0,0,0,0,40,4,0,0,0,0,0,0,3,10,335,2,10,0,0,2,0,60,6,2,16.7,0,0,0,0,0,0
Jessie Bates III,49162,S,ATL,17,0,2,0,2,0,0,2,0,90,9,2,11.1,0,0,0,0,1.6,10,644,2,10,0,0,0,0,10,1,0,0,0,0,0,0,0,0
Kenny Dyson Jr.,106277,ED,CAR,2,0,5,1,0,0,0,0,0,80,4,0,0,0,0,0,0,83.3,5,6,1,10,0,1,0,0,20,1,1,50,0,0,0,0,0,0
Tyrel Dodson,51045,LB,MIA,14,0,17,2,7,0,1,5,0,50,25,7,16,1,1,0,0,11.3,55,488,10,10,0,1,2,0,50,25,3,6,0,0,0,1,1,0
Jay Ward,98833,S,MIN,4,0,18,1,0,0,0,0,0,40,2,0,0,0,0,0,0,22.7,5,22,1,10,0,1,0,0,60,3,1,16.7,0,0,0,0,0,0
Claudin Cherelus,52094,LB,CAR,4,0,5,1,0,0,1,0,0,60,3,1,16.7,0,0,0,0,7.2,5,69,1,10,0,0,0,0,40,2,0,0,0,0,0,0,0,0
Grant Delpit,60685,S,CLV,16,0,8,3,4,0,2,4,0,65.9,29,6,10.3,0,0,0,0,8.4,45,538,8,10,0,1,0,0,34.1,15,2,10,1,1,0,1,1,0
Deonte Banks,101384,CB,NYG,14,0,21,0,1,0,0,1,0,40,2,1,25,0,0,0,0,1.2,5,425,1,10,0,0,0,0,60,3,0,0,0,0,0,0,0,0
Kyzir White,44485,LB,ARZ,17,1,1,2,12,1,2,6,1,45.6,41,8,9.8,0,0,0,1,17.1,101,589,17,9.9,0,0,5,0,54.4,49,8,11.2,3,3,0,3,3,0
Nick Bosa,42741,ED,SF,14,3,28,15,44,2,8,31,3,62.2,248,43,9.5,4,6,3,5,98.5,399,405,69,9.9,1,7,13,2,37.8,151,26,10.6,6,8,3,10,14,6
Chop Robinson,144901,ED,MIA,17,0,17,7,42,0,5,31,2,64.4,206,42,11.7,6,5,2,4,87.7,322,367,56,9.8,0,2,11,2,35.6,114,14,6.6,1,2,2,7,7,4
Christian Rozeboom,49862,LB,LA,18,0,26,0,5,0,0,2,0,34.4,11,3,18.2,1,1,0,0,7.1,36,505,6,9.7,0,0,2,0,65.6,21,2,4.8,0,0,0,1,1,0
Christian Izien,83360,S,TB,14,0,30,0,6,0,0,3,1,58.1,18,3,8.3,0,0,0,2,6.6,31,467,6,9.7,0,0,3,1,41.9,13,3,11.5,0,0,0,0,0,0
Von Miller,6154,ED,BUF,16,1,4,4,30,1,4,30,2,100,238,40,9.7,6,7,2,2,95.6,238,249,40,9.7,0,0,0,0,0,0,0,,0,0,0,6,7,2
Quincy Williams,49779,LB,NYJ,17,2,22,0,10,0,0,6,2,42.3,30,7,13.3,1,1,0,2,12.2,72,592,12,9.7,2,0,4,0,57.7,41,5,7.3,1,1,0,2,2,0
Josey Jewell,50720,LB,CAR,12,0,5,0,3,0,0,0,0,39.4,13,2,15.4,2,2,0,1,9,36,398,5,9.7,0,0,2,0,60.6,20,2,5,0,0,0,2,2,0
Daiyan Henley,61500,LB,LAC,18,0,27,4,6,0,2,3,0,51.8,29,5,8.6,0,0,0,0,9.8,62,630,11,9.7,0,0,3,0,48.2,27,4,9.3,1,1,0,1,1,0
Divine Deablo,42208,LB,LV,14,0,23,4,4,0,2,3,0,47.9,23,5,10.9,0,0,0,0,14.7,52,354,9,9.6,0,1,1,0,52.1,25,3,8,1,1,0,1,1,0
Josh Metellus,43395,S,MIN,18,1,18,6,11,0,2,4,0,47.6,40,6,7.5,0,0,0,0,13.3,89,669,17,9.6,1,4,6,0,52.4,44,10,11.4,0,0,0,0,0,0
Will Anderson Jr.,123903,ED,HST,16,0,13,10,34,0,5,12,1,46.3,183,25,9,8,5,1,2,98,395,403,60,9.6,0,5,22,1,53.7,212,35,10.1,8,8,0,16,13,1
Jared Verse,101912,ED,LA,19,1,26,15,65,0,5,26,1,33.7,170,33,10.3,2,2,1,7,94.2,507,538,88,9.5,1,10,39,6,66.3,335,55,9.1,6,6,1,8,8,2
Zack Baun,34632,LB,PHI,20,0,24,3,10,0,0,2,0,34.3,34,2,2.9,0,0,0,0,13.4,100,747,16,9.5,0,3,8,0,65.7,65,14,13.1,3,4,1,3,4,1
Daniel Hardy,91336,ED,CHI,7,0,6,0,4,0,0,3,0,52.4,11,3,13.6,0,0,0,0,95.5,21,22,4,9.5,0,0,1,0,47.6,10,1,5,0,1,1,0,1,1
Patrick Queen,57941,LB,PIT,18,0,25,4,7,0,0,3,0,50,30,4,8.3,1,1,0,0,10.5,69,660,12,9.4,0,2,3,0,50,30,5,8.3,0,2,2,1,3,2
Esezi Otomewo,55221,DI,JAX,4,1,15,1,6,0,0,2,0,58.3,28,3,7.1,1,0,0,0,98,48,49,8,9.4,1,1,4,0,41.7,20,5,12.5,0,0,0,1,0,0
Javon Solomon,97821,ED,BUF,12,0,4,4,8,0,3,2,0,33.3,28,6,12.5,1,1,0,2,96.6,85,88,14,9.4,0,1,6,2,66.7,56,8,8,1,2,1,2,3,1
Oren Burks,50203,LB,PHI,11,0,24,1,2,0,0,1,0,66.7,10,1,5,0,0,0,0,6.6,16,242,3,9.4,0,1,1,0,33.3,5,2,20,0,1,1,0,1,1
Kyle Dugger,90621,S,NE,13,0,19,0,4,0,0,3,0,59.4,19,4,13.2,1,1,0,0,7.8,32,409,5,9.4,0,0,1,0,40.6,13,1,3.8,0,0,0,1,1,0
Javon Bullard,146726,S,GB,16,0,12,0,3,0,0,2,0,56.3,9,2,11.1,0,0,0,0,3.3,16,478,3,9.4,0,0,1,0,43.8,7,1,7.1,0,0,0,0,0,0
Rayshawn Jenkins,11868,S,SEA,13,0,29,0,1,0,0,1,1,70.4,19,2,7.9,1,1,0,1,8.3,27,325,3,9.3,0,0,0,0,29.6,8,1,12.5,1,1,0,2,2,0
Za'Darius Smith,9555,ED,DET,18,1,11,7,50,0,3,26,7,53.4,221,37,10.2,8,7,1,10,96.5,417,432,67,9.2,1,4,23,3,46.6,193,29,8,2,2,1,10,9,2
Nik Bonitto,77196,ED,DEN,18,2,10,11,35,0,3,7,1,15.5,62,12,11.3,2,2,1,4,86.1,401,466,60,9.2,2,8,28,3,84.5,339,48,8.8,12,14,4,14,16,5
Justin Strnad,42659,LB,DEN,15,1,10,1,8,0,0,4,0,47.1,33,6,12.1,2,2,0,0,15.1,71,471,11,9.2,1,0,4,0,52.9,37,4,5.4,0,1,1,2,3,1
Chris Board,29456,LB,BLT,10,0,3,0,0,0,0,0,0,40,4,0,0,0,0,0,0,9.1,11,121,1,9.1,0,0,0,0,60,6,1,16.7,1,1,0,1,1,0
Frankie Luvu,51028,LB,WAS,20,2,32,6,21,0,4,7,0,51.7,122,17,9.4,6,7,2,2,37.9,247,651,36,9.1,2,1,13,2,48.3,114,16,7.9,2,3,1,9,10,3
Mike Edwards,51282,S,TB,8,0,30,1,1,0,1,0,0,45.5,5,1,10,0,0,0,0,6.5,11,169,2,9.1,0,0,1,0,54.5,6,1,8.3,0,0,0,0,0,0
Chazz Surratt,40313,LB,NYJ,12,1,22,1,1,1,1,0,0,36.4,4,1,12.5,0,0,0,0,19.6,11,56,2,9.1,0,0,1,0,63.6,7,1,7.1,0,0,0,0,0,0
Jacoby Windmon,101226,LB,CAR,3,0,5,0,2,0,0,0,0,20,2,0,0,0,0,0,0,18,11,61,2,9.1,0,0,2,0,80,8,2,12.5,0,0,0,0,0,0
Eyioma Uwazurike,45414,DI,DEN,4,0,10,0,2,0,0,1,0,45.5,10,1,5,0,0,0,0,100,22,22,3,9.1,0,0,1,0,54.5,12,2,12.5,1,1,0,1,1,0
Anfernee Orji,98568,LB,NO,6,0,20,0,2,0,0,0,0,36.4,4,0,0,0,0,0,0,18.3,11,60,2,9.1,0,0,2,0,63.6,7,2,14.3,0,0,1,0,0,1
Robert Spillane,50918,LB,LV,17,0,23,1,8,0,0,4,1,44.6,29,4,6.9,0,0,0,1,11.7,72,614,11,9,0,1,3,0,55.4,36,6,11.1,2,2,1,2,2,1
Dondrea Tillman,156124,ED,DEN,13,1,10,3,14,0,1,1,0,23.2,35,4,8.6,2,2,0,2,92.7,152,164,22,8.9,1,2,13,2,76.8,116,18,9.1,3,3,0,5,5,0
Jonathan Greenard,48407,ED,MIN,18,1,18,11,60,0,4,20,2,38.8,203,25,6.4,1,2,2,5,85.3,523,613,82,8.9,1,7,40,3,61.2,320,57,10.5,10,14,4,11,16,6
Trevin Wallace,146747,LB,CAR,11,0,5,0,4,0,0,3,0,61.3,19,4,13.2,1,1,0,0,12.5,34,273,5,8.8,0,0,1,0,38.7,12,1,4.2,0,0,2,1,1,2
Krys Barnes,42548,LB,ARZ,17,0,1,0,1,0,0,1,0,35.3,6,2,25,1,1,0,0,13.6,17,125,2,8.8,0,0,0,0,64.7,11,0,0,0,0,0,1,1,0
Owen Pappoe,99006,LB,ARZ,11,0,1,0,4,0,0,2,1,57.9,11,2,9.1,0,1,1,1,25.6,23,90,4,8.7,0,0,2,0,42.1,8,2,12.5,0,0,0,0,1,1
Matt Milano,11918,LB,BUF,7,0,4,3,1,0,1,1,0,59.1,13,2,7.7,0,0,0,0,13.8,23,167,4,8.7,0,2,0,0,40.9,9,2,11.1,0,0,0,0,0,0
Dante Fowler Jr.,9436,ED,WAS,20,1,32,5,34,0,2,16,1,45.7,161,23,8.7,5,5,0,3,93.1,353,379,50,8.6,1,3,18,2,54.3,191,27,8.6,6,7,1,11,12,1
Al-Quadin Muhammad,11951,ED,DET,10,0,11,2,21,0,0,15,1,53.6,90,16,9.4,1,1,0,1,96,168,175,26,8.6,0,2,6,0,46.4,78,10,7.7,2,3,1,3,4,1
Justin Reid,49048,S,KC,19,0,16,3,6,0,0,2,0,54,27,2,3.7,0,0,1,1,7.5,53,709,9,8.5,0,3,3,1,46,23,6,13,0,0,0,0,0,1
Yaya Diaby,122705,ED,TB,18,0,30,15,49,0,9,27,2,42,187,38,10.7,2,3,3,3,82.3,445,541,70,8.5,0,6,22,1,58,258,32,7,4,5,2,6,8,5
Jacob Martin,50152,ED,CHI,11,0,6,3,11,0,2,5,0,52.1,62,7,5.6,0,0,0,0,93.7,119,127,17,8.4,0,1,6,0,47.9,57,10,11.4,3,3,0,3,3,0
Will McDonald IV,76842,ED,NYJ,17,0,22,12,38,0,4,17,2,56.2,231,29,8,8,8,0,5,96.1,417,434,60,8.4,0,8,19,3,43.8,180,29,8.6,2,2,1,10,10,1
Kyle Van Noy,8675,ED,BLT,18,1,3,9,32,0,4,20,1,65.6,271,32,7.4,8,12,4,1,87.5,413,472,55,8.4,1,5,12,0,34.4,142,23,10.2,6,7,1,14,19,5
Byron Young,146932,ED,LA,19,0,26,7,36,0,4,24,3,74,288,36,7.6,8,8,5,4,72.4,389,537,54,8.4,0,3,12,1,26,101,18,10.4,3,4,1,11,12,6
John Franklin-Myers,50088,DI,DEN,18,1,10,9,36,1,7,35,3,81,295,49,9.5,7,11,5,3,98.6,365,370,53,8.4,0,2,1,0,19,69,4,3.6,1,0,0,8,11,5
Greg Stroman Jr.,49354,CB,NYG,3,0,21,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,8.3,6,72,1,8.3,0,0,0,0,33.3,2,0,0,0,0,0,0,0,0
Kingsley Jonathan,56856,ED,BUF,1,0,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,100,6,6,1,8.3,0,1,0,0,100,6,1,8.3,0,0,0,0,0,0
Andru Phillips,124075,CB,NYG,14,1,21,0,3,1,0,3,0,55.6,10,3,15,0,0,0,0,5.4,18,332,3,8.3,0,0,0,0,44.4,8,0,0,0,0,0,0,0,0
Jermaine Johnson,99015,ED,NYJ,2,0,22,0,7,0,0,5,0,54.8,23,5,10.9,0,1,1,1,97.7,42,43,7,8.3,0,0,2,1,45.2,19,2,5.3,0,0,0,0,1,1
Christian Harris,98996,LB,HST,5,0,13,0,0,0,0,0,0,33.3,4,0,0,0,0,0,0,12.2,12,98,1,8.3,0,0,0,0,66.7,8,1,12.5,1,1,0,1,1,0
Ronnie Hickman Jr.,97702,S,CLV,14,0,8,1,0,0,1,0,0,50,2,1,25,0,0,0,0,2.2,6,268,1,8.3,0,0,0,0,50,2,0,0,0,0,0,0,0,0
Otis Reese IV,83219,LB,TEN,3,0,31,2,0,0,0,0,0,22.2,2,0,0,0,0,0,0,27.9,12,43,2,8.3,0,1,0,0,77.8,7,1,7.1,0,0,0,0,0,0
Julian Blackmon,49434,S,IND,16,0,14,0,0,0,0,0,0,50,6,1,16.7,1,1,0,0,2,12,593,1,8.3,0,0,0,0,50,6,0,0,0,0,0,1,1,0
Alex Anzalone,11831,LB,DET,11,1,11,3,5,0,1,1,0,48.1,26,3,7.7,1,2,1,0,14.2,60,423,9,8.3,1,1,4,0,51.9,28,5,8.9,0,1,1,1,3,2
Jonathon Cooper,43021,ED,DEN,18,2,10,9,41,2,8,38,3,89.5,408,58,8.6,12,12,7,4,86.5,456,527,63,8.3,0,1,3,1,10.5,48,5,6.3,1,1,0,13,13,7
Rasul Douglas,11854,CB,BUF,18,0,4,0,1,0,0,1,0,33.3,2,1,25,0,0,0,0,1.1,6,567,1,8.3,0,0,0,0,66.7,4,0,0,0,0,0,0,0,0
Chau Smith-Wade,131956,CB,CAR,10,0,5,0,2,0,0,2,0,54.5,6,2,16.7,0,0,0,0,6.5,12,184,2,8.3,0,0,0,0,45.5,5,0,0,0,0,0,0,0,0
Kerby Joseph,83239,S,DET,18,0,11,1,0,0,1,0,1,83.3,5,1,10,0,0,0,1,0.8,6,718,1,8.3,0,0,0,0,16.7,1,0,0,0,0,0,0,0,0
Nick Bolton,81322,LB,KC,19,0,16,4,8,0,1,2,0,41.9,36,5,9.7,2,1,0,2,16.4,110,672,15,8.2,0,2,3,2,58.1,50,6,7,1,2,2,3,3,2
Dorian Williams,97694,LB,BUF,17,0,4,1,5,0,1,2,1,65.9,29,4,8.6,1,0,0,1,13.9,49,352,7,8.2,0,0,3,0,34.1,15,3,10,0,0,0,1,0,0
Chase Young,56436,ED,NO,17,0,20,12,47,0,0,0,0,0.2,1,0,0,0,1,1,2,96.6,451,467,66,8.1,0,12,47,2,99.8,450,66,8.1,7,5,2,7,6,3
Jamien Sherwood,83175,LB,NYJ,17,1,22,0,4,1,0,4,0,60,21,5,14.3,1,1,0,0,6.8,37,543,5,8.1,0,0,0,0,40,14,0,0,0,0,0,1,1,0
Danielle Hunter,9521,ED,HST,19,2,13,15,47,1,10,32,2,60.7,320,51,9.4,9,11,2,4,99.1,529,534,74,8.1,1,4,15,2,39.3,207,22,6,3,4,1,12,15,3
Braden Fiske,76958,DI,LA,19,2,26,2,46,1,1,20,1,45.5,196,26,7.9,5,8,2,5,99.1,432,436,59,8.1,1,1,26,4,54.5,235,33,8.3,6,7,2,11,15,4
Nick Herbig,129920,ED,PIT,14,0,25,5,15,0,2,4,2,16.7,35,6,8.6,0,0,0,3,85,209,246,27,8.1,0,3,11,1,83.3,174,21,8,7,5,0,7,5,0
Josh Hines-Allen,50235,ED,JAX,16,1,15,8,46,0,0,0,0,2.9,13,0,0,0,0,0,2,96.1,447,465,63,8.1,1,8,46,2,97.1,434,63,8.3,9,11,4,9,11,4
Bobby Okereke,50954,LB,NYG,12,0,21,0,1,0,0,1,0,46.7,14,3,17.9,2,2,0,0,7.8,31,397,3,8.1,0,0,0,0,53.3,16,0,0,0,0,0,2,2,0
Jahlani Tavai,51055,LB,NE,17,1,19,1,10,1,0,3,0,52.7,39,3,3.8,0,0,0,0,18.1,80,441,12,8.1,0,0,6,0,47.3,35,7,11.4,1,1,0,1,1,0
Boye Mafe,55220,ED,SEA,15,1,29,5,36,0,2,21,2,53.7,175,24,7.1,1,1,0,5,85.3,326,382,47,8.1,1,3,15,3,46.3,151,23,9.3,5,5,0,6,6,0
Montez Sweat,27271,ED,CHI,16,0,6,6,37,0,5,30,2,79.2,270,41,8.7,6,6,3,2,97.2,341,351,49,8.1,0,1,7,0,20.8,71,8,5.6,0,0,0,6,6,3
Brian Burns,44522,ED,NYG,17,1,21,10,42,0,3,22,1,56.8,247,28,6.3,3,2,1,2,91,435,478,61,8,1,7,20,1,43.2,188,33,10.4,6,6,0,9,8,1
Dennis Gardeck,66928,ED,ARZ,7,0,1,2,7,0,1,4,0,48.9,46,6,7.6,1,2,1,0,77,94,122,12,8,0,1,3,0,51.1,48,6,8.3,2,2,0,3,4,1
Chris Jones,10671,DI,KC,18,0,16,19,62,0,8,33,0,54.3,322,46,7.9,5,5,0,1,99.7,593,595,88,8,0,11,29,1,45.7,271,42,8.1,2,3,2,7,8,2
Ernest Jones,81399,LB,SEA,16,1,29,2,10,0,1,3,0,60.3,47,4,4.3,0,0,1,0,15.2,87,573,13,8,1,1,5,0,39.7,31,6,9.7,0,1,1,1,1,2
Cody Barton,50727,LB,DEN,18,0,10,0,11,0,0,4,0,55.1,49,5,6.1,1,1,0,1,13.7,94,687,13,8,0,0,6,1,44.9,40,7,10,1,1,1,2,2,1
Mohamoud Diabate,98780,LB,CLV,13,0,8,0,5,0,0,2,0,46.2,18,2,5.6,0,0,0,1,15.1,44,292,6,8,0,0,2,1,53.8,21,3,9.5,1,2,1,1,2,1
Milton Williams,56682,DI,PHI,21,1,24,7,39,0,2,3,0,13,50,6,7,1,2,1,2,100,391,391,54,7.9,1,5,36,2,87,336,48,8.2,7,7,2,8,9,3
Brandon Graham,5538,ED,PHI,12,0,24,3,14,0,0,8,0,44,70,9,7.1,1,2,1,2,91.4,159,174,21,7.9,0,3,6,2,56,89,12,8.4,3,4,1,4,6,2
Darnay Holmes,56247,CB,LV,9,0,23,0,1,0,0,1,0,57.9,11,1,4.5,0,0,0,0,9.3,19,204,2,7.9,0,0,0,0,42.1,8,1,12.5,1,1,0,1,1,0
Greg Rousseau,76889,ED,BUF,19,1,4,17,42,1,10,21,4,55.4,283,37,7.6,6,7,2,6,96.1,511,532,70,7.9,0,7,21,2,44.6,228,33,8.3,5,8,5,11,15,7
Victor Dimukeje,56347,ED,ARZ,10,0,1,5,5,0,4,2,1,53.2,33,6,9.1,0,1,1,1,80.8,63,78,10,7.9,0,1,3,0,46.8,29,4,6.9,0,1,1,0,2,2
Kenneth Murray Jr.,58099,LB,TEN,14,0,31,2,5,0,1,4,0,37.1,23,6,15.2,1,1,0,0,15.9,70,439,9,7.9,0,1,1,0,62.9,39,3,5.1,1,1,1,2,2,1
James Houston,57810,ED,CLV,11,0,8,1,13,0,0,5,0,51.7,46,5,5.4,0,0,1,2,94.7,89,94,14,7.9,0,1,8,2,48.3,43,9,10.5,0,0,0,0,0,1
Dean Lowry,10771,DI,PIT,11,1,25,0,8,1,0,8,0,86,49,9,10.2,1,1,0,0,100,63,63,9,7.9,0,0,0,0,14,8,0,0,0,0,0,1,1,0
Jadeveon Clowney,8636,ED,CAR,14,0,5,5,33,0,5,31,5,94.4,302,42,7.9,6,10,6,6,87.7,320,365,44,7.8,0,0,2,1,5.6,18,2,5.6,0,0,0,6,10,6
Khalil Mack,8640,ED,LAC,17,1,27,8,34,1,2,14,1,46.6,180,19,6.1,3,3,1,1,96.3,386,401,51,7.8,0,6,20,0,53.4,206,32,9.2,6,7,3,9,10,4
E.J. Speed,94351,LB,IND,15,0,14,1,7,0,0,6,0,42.9,21,6,14.3,0,0,0,0,9.6,51,532,8,7.8,0,1,1,0,57.1,28,2,3.6,0,0,0,0,0,0
Andrew Van Ginkel,30267,ED,MIN,18,1,18,9,28,1,7,20,2,72.5,296,38,8.3,11,14,3,3,67.2,409,609,50,7.7,0,2,8,1,27.5,112,12,6.3,2,3,2,13,17,5
Leonard Floyd,10643,ED,SF,17,1,28,7,26,0,2,13,3,44.1,156,19,7.4,4,4,3,3,98.1,355,362,44,7.7,1,5,12,0,55.9,198,24,7.8,7,5,0,11,9,3
Jaden Hicks,146512,S,KC,17,0,16,0,2,0,0,2,0,61.5,8,2,12.5,0,0,0,0,4.6,13,280,2,7.7,0,0,0,0,38.5,5,0,0,0,0,0,0,0,0
Azeez Ojulari,81959,ED,NYG,11,0,21,3,12,0,2,9,4,67.7,128,16,8.2,5,4,0,6,96.9,189,195,22,7.7,0,1,3,2,32.3,61,6,6.6,2,2,0,7,6,0
Marcus Jones,55717,CB,NE,14,0,19,0,2,0,0,1,0,61.5,8,1,6.3,0,0,0,2,3.6,13,366,2,7.7,0,0,1,2,38.5,5,1,10,0,0,0,0,0,0
Devonte Wyatt,82268,DI,GB,15,2,12,3,24,1,0,15,1,51.5,122,16,7,1,1,1,1,97.2,239,246,32,7.7,1,3,8,0,48.5,115,15,8.3,4,4,0,5,5,1
Nolan Smith,99014,ED,PHI,20,3,24,5,34,2,4,30,4,88.7,352,40,6.5,6,9,5,4,88.8,397,447,50,7.7,1,1,4,0,11.3,45,10,16.7,5,6,1,11,15,6
Chad Muma,75818,LB,JAX,10,0,15,0,0,0,0,0,0,40,4,1,25,1,0,0,0,9.9,13,131,1,7.7,0,0,0,0,60,6,0,0,0,0,0,1,0,0
